content,score,at
Kenapa sih saya tidak bisa download aplikasi ini padahal udah beberapa kali coba tapi tidak bisa plis kurangi mbnya saya susah untuk mendownload nya plis kecilkan mb nya ya sekali lagi saya cuma mau kecilkan mb nya ya,1,2022-12-28 14:41:13
Bagus,3,2022-12-28 14:20:13
Setelah update malah selalu keluar sendiri kalau mau play film... Tolong diperbaiki ya... Thanks...,4,2022-12-28 12:41:17
"Tolong la kak untuk top-up nya di tambah lagi biar bisa di gunakan, bagi penguna Shopee pay atau pembayaran melalui indomaret",4,2022-12-28 09:23:27
"Awalnya sangat kesulitan untuk login di android tv dan cuma bisa via anycast,tapi setelah lihat tutorial di ytub akhirnya berhasil juga.Sangat memuaskan, paket langganan per tahun sangat murah di banding lainya, audio dan video juga baik sekali di tempat saya, HD dan dolby atmos. Saya sarankan channel WILD ANIMAL bisa bahasa indonesia akan sangat membantu ibu saya dalam menonton.... Dan satu lagi, pembayaran via gopay sangat membantu saya yg tidak punya credit card, apalagi kalau bisa via BRI.",5,2022-12-28 08:24:53
Lumayan buat nonton kalau lagi gk jualan bisa nonton dirmh sambil rebahan,5,2022-12-28 05:16:02
tambahkan opsi milih resolusi dong,3,2022-12-28 00:01:39
Please help me to connect to my smart tv. When i log in to activate there only Otp directly to the web not asking me to input the 4 digit from my tv. Tolong bantu saya biar bisa nonton di tv. Tiap kali active kan di crime cuma nanya no hp saja lalu otp langsung masuk ke web nga ada kolom buat isi 4 digit di tv saya,1,2022-12-27 23:05:48
"Sudah berlangganan 1 tahun, tapi diminta berlangganan saat mau nonton.",1,2022-12-27 22:54:13
"Aplikasinya bagus, Hanya saja terkadang ada beberapa bug seperti freeze, cuman tolong untuk kualitas videonya lebih di pertahankan hanya ada 3 opsi dan sekalipun pilih yang paling baik terkadang ada noise dan blur pada series/film, padahal jaringan lancar lancar saja, semoga lebih diperhatikan.",3,2022-12-27 21:56:14
Good,5,2022-12-27 20:56:09
"Saya sudah memilih paket berlangganan 1 tahun, tetapi ketika ingin menonton film saya diminta untuk berlangganan kembali. Ketika memilih paket 1 tahun tidak bisa karena anda sudah berlangganan.",2,2022-12-27 20:39:08
Ga bisa distel di tv android,1,2022-12-27 20:00:55
"Udah pake wifi tapi malah lag, tolong perbaiki aplikasinya...",1,2022-12-27 19:37:02
"Bagus nih aplikasi,tapi kalo ada stranger think lebih mantap nih aplikasi",4,2022-12-27 19:32:24
Mantapppp,5,2022-12-27 16:58:52
perbanyak lagi film² nya kaka 👍,5,2022-12-27 11:21:58
Fiturnya keren tapi kenapa saya ga bisa nonton saluran saya yah?,5,2022-12-27 09:18:56
Tidak mendapat kode Verifikasi jd tidak bisa login,1,2022-12-26 23:08:40
Aplikasi error tidak bisa play movie sejak 2 hari ini,1,2022-12-26 22:01:52
Tidak bisa login di tv,1,2022-12-26 20:46:21
ok,5,2022-12-26 19:47:30
Kok jadi lemot ya...padahal sdh didownload filmnya,1,2022-12-26 18:41:58
Baik apklikasinya,4,2022-12-26 11:41:49
Ga bisa log in,4,2022-12-26 10:18:22
"kenapa kita harus membayar untuk menonton video? saya kecewa😠😠.apk gak guna,",1,2022-12-26 09:06:37
Awal download sih masih bagus tapi setelah 7 hari pemakaian masa jadi ada iklan kalau iklannya sedikit sih gapapa tapi ini iklannya kebangetan masa setiap 1 menit iklan kalau gitu mending gausah berlangganan Disney mending netflix,1,2022-12-26 07:49:47
Kok udah berlangganan melalui beli paket data di My Telkomsel tp tetep harus berlangganan lg? Sebelum2 g begini... Sedikit kecewa sih,2,2022-12-26 07:21:48
Resolusi udah paling tinggi tapi layarnya tetep ga HD,3,2022-12-26 03:18:46
Kok film amazing spederman ngak ada bahasa indonesia nya,1,2022-12-26 02:57:58
Yg mau jawab plis dong disini ada serial india anupama gk,1,2022-12-26 01:58:34
Tolong ada kan pengaturan utk autoplay atau menonaktifkan autoplay nya,1,2022-12-25 22:34:37
"Kenapa sering ngeblankng bisa d lihat ya,buat apa langganan tahunan klo g bisa",2,2022-12-25 20:35:54
Flim nya tambahin lagi min saran saya 🤣,4,2022-12-25 18:46:39
"Sudah berlangganan tapi tidak bisa nonton film hanya layar hitam saja yang kelihatan tapi kalau nonton trailer lancar2 aja, itu maksudnya gimana ya, jadi merasa tertipu saya°^°",1,2022-12-25 18:24:27
Tolong tambahkan lagi koleksi ANIME pada aplikasi ini,5,2022-12-25 14:52:05
Good aplikasi ❤️,5,2022-12-25 13:32:20
"Overall ya puas sih, banyak film&kartun lama yang ada disana, berharap supaya ada fitur supaya download bisa ke kartu SD, soalnya penyimpanan saya ga besar",4,2022-12-25 13:18:15
Aplikasinya jelek terus gak bisa di buat tonton kebanyakan iklan udah ngelek lagi 😔,1,2022-12-25 13:10:15
cinta banget sama disney🥰,5,2022-12-25 12:50:20
Black screen.,1,2022-12-25 11:46:12
Nggak sesuai harapan,1,2022-12-25 09:59:38
Developer klo bisa tolong masukan film the doll ya 👍🏻👍🏻,5,2022-12-25 09:52:57
Udah beberapa kali mau minta kode sms gak masuk2 udh d coba berhari2 gak bisa. Kenapa ya? Emosi kadang,1,2022-12-25 09:33:23
"Disney ini memang Bagus, mudah, cepat, nga ribet. Nga kaya yg sebelah klo mau login aja nga bisa..",5,2022-12-25 06:42:01
Bagus,5,2022-12-25 01:09:58
suka aja,5,2022-12-24 23:09:36
"Update episode nya makin gak jelas , sorry 2 bintang",2,2022-12-24 22:49:56
"Kok Gak bisa ya pakek pulsa, padahal pulsa saya sudah cukup. Tapi selalu Gak bisa, katanya pulsanya ""gak cukup"" padahal lebih woy!",1,2022-12-24 22:01:24
"Ini gmn ya?aku Mau berlangganan ,dan pembayaran nya pake pulsa,aku ambil yg perbulan bayarnya 39rb nah pulsa aku tu ada 42rb pas mau bayar eh katanya pulsa tidak mencukupi padahal pulsa aku berlebih lho trs ini gmn solusinya? Tolong ya developernya diperbaiki dan secepatnya!!!ppls bgt nih",1,2022-12-24 19:44:17
Gak bisa download mulu padahal sudah langganan gmna sih kemarin² bagus tapi sekarang jadi gini nyesel langganan,1,2022-12-24 19:20:05
"Aplikasi nya sungguh bagus,tapi untuk harganya agak mahal bagi remaja yg belum kerja..",3,2022-12-24 17:47:32
buffering teross,1,2022-12-24 14:25:54
Seru cuk,5,2022-12-24 10:58:45
"Halo admin, sy ingin memberi saran untuk menambahkan kategori berdasarkan tahun. Soalnya sy pengen nonton film marvel tp sy gak tau harus mulai dari mana dulu. Saya berharap di update selanjutnya 🙏",5,2022-12-24 09:21:02
Apk idiot...ga bisa loding,1,2022-12-24 01:12:34
Ok,1,2022-12-23 23:58:51
Setelah update malah gak bs buka aplikasi,1,2022-12-23 21:48:11
Masih bisa kah langganan nya pakai Telkomsel soalnya aku mau ganti kartu Telkomsel,5,2022-12-23 20:47:26
Ada konten sjw,1,2022-12-23 18:27:28
Belum nonton dh disuruh bayar,1,2022-12-23 15:28:11
Masukin film fast furious min,5,2022-12-23 10:18:25
Kenapa akun saya jadi black screen padahal koneksinya bagus,1,2022-12-23 07:53:50
Bgus,5,2022-12-23 00:45:58
tambah filem india nyah dong audio indo husus nyah.,5,2022-12-22 21:28:04
Kapok.. Nhga bisa diputer .. Cm lancar seminggu doang.. Padahal muter trailer lancar banget... Yg sudah di download pun ttp loading.. Parah banget dag,1,2022-12-22 20:36:17
Kenapa saat mengirimkan kode verifikasi lewat pesan terdapat delay yang sangat lama Tolong diperbaiki lg bugnya,3,2022-12-22 20:29:45
"ditingkatin lagi ya,bugnya masih ada gtu tapi filmnya udah bagus2 kok👍",3,2022-12-22 20:19:51
"Sebelum update terbaru masih bisa nonton, tp setelah update terbaru kok disuruh berlanganan lagi..padahal saya sudah berlangganan bundling paket dari telkomsel",2,2022-12-22 20:11:32
Mau login gak bisa,2,2022-12-22 18:38:31
Ok,4,2022-12-22 18:28:47
Uninstal stlh tidak bisa lg pakai nonton streaming telkomsel,1,2022-12-22 18:17:58
"Kenapa kalo film belum beres pas mau di tonton lagi malah gabisa di tonton, sangat kecewa dengan disney+ Hotstar, aplikasi sislan",1,2022-12-22 17:09:37
"Untuk Disney, Mengapa aplikasi eror dan bahkan tidak ada solusi Saya begitu mengandalkan disney untuk setiap tontonan menarik, aplikasi mudah dipahami dan biaya berlangganan yang terjangkau Disney tolong beri solusi, jikalau tidak bisa mungkin saya bisa mengakhiri masa berlangganan saya",2,2022-12-22 17:06:03
Sudah lancar lagi,4,2022-12-22 15:37:57
Kok eror ya kak? Dari kemarin tidak bisa untuk menonton. Padahal habis masa langganannya masih januari 2023. Ada apa ya kak?,3,2022-12-22 15:11:50
Nice,5,2022-12-22 15:06:01
dh berlangganan malah black screen,1,2022-12-22 14:19:33
Baguss,5,2022-12-22 12:39:27
iniiiiiii kenapaaaa gaaaaa bisaaaaa diiiiii playyyyyy yaaa loadingggggg terusssss padahallll sinyaaaall bagussss!!!!!!!!!!!!!! kontollllllllll percuuumaaaa guaaaaaaa bayaarrrrrrr ngentottttttt!!!!!!!!!!!!!!,1,2022-12-22 10:53:32
"Film nya itu2 aja film lama, rugi min udah bayar filmnya itu doank",1,2022-12-22 10:42:36
"Streamingnya bagus, biaya lebih terjangkau, daftar di perangkat manapun bisa, sekali pembayaran bisa terhubung ke semua perangkat tnpa ad paket pilihan,cukup hanya log in saja, kurangnya pilihan utk profil blum ad misal satu apk buat beberapa profil untuk anak n dewasa jadi bisa dipisah kayak netflix n untuk dewasa bisa dikunci diberi password tapi selebihnya bagus aj, oya disney Indonesia utk film yang mengarah ke lgbt lebih baik dihapus saja atau tidak usah ditayangkan..",5,2022-12-22 10:00:15
"Untuk saat ini, Disney lebih baik dari pada aplikasi streaming lainnya dan jarang terkendala",5,2022-12-22 08:52:18
patah patah kayak 15fps,1,2022-12-22 08:17:53
Empettttttt taeeeee,1,2022-12-22 03:09:01
"Saya sudah berlangganan dengan Telkomsel, tetapi tetap tidak dapat mengakses aplikasi dan menyuruh untuk berlangganan, saya sudah mengirim email tetapi tidak di respon",4,2022-12-21 23:20:14
Sering gak bisa di putar filmnya... Hadeh parah polll,2,2022-12-21 21:34:53
Gak bisa di buka!! Perbaiki dengan benar,1,2022-12-21 21:14:08
"Ada indikasi LGBT nya , saat antar anak ayam ke rumahnya , masa bapak n bapak , D serial TOTS season 02 eps 15",1,2022-12-21 19:16:50
Mau daftar aja susah aplikasi apa ini,1,2022-12-21 18:54:14
Ok...,5,2022-12-21 18:51:53
"Sudah Langganan tetapi saat aplikasi saya hapus dan ingin login kembali tidak bisa, karena otp tidak kunjung saya terima",1,2022-12-21 18:37:43
"Filmya bagus, harganya lebih murah daripada sebelah, Beli Paket yg 1th, sebulan make lancar, giliran bulan ke dua pas di buka aplikasinya tau2 ada notif ""Anda menggunakan VPN"" Lah kocak, padahal punya VPN juga enggak,apalagi make VPN, sampe sekarang nggak bisa dibuka, gajelas banget.",1,2022-12-21 18:08:34
Pakai Disney sudah 2 tahun tapi ini ada apa malah suru bayar lgi. Kirain cuma sekali bayarnya,1,2022-12-21 15:50:32
"Error pl 1001 gak bisa muter film, padahal udah berlangganan, sia2 uang gue",1,2022-12-21 13:52:23
"Sejak update , video tidak bisa diputar sama sekali di S6 tab , di hp bisa putar , sudah infokan semua hal yg diminta cs disney bernama putri namun tidak ada balasan atau solusi . Biasanya nonton lancar di tab S6",2,2022-12-21 13:21:31
"Video qualitynya gak berfungsi, udah atur ke kualitas tinggi tetep burem banget",2,2022-12-21 10:11:00
Movie action,5,2022-12-21 09:02:45
amphibia 4 episode lagi lama banget updatenya padahal udah tamat,5,2022-12-21 07:42:03
"Cara Telkomsel meraih keuntungan yaa dengan nipu. Udah beli kuota multimedia tapi tetap gabisa di pake, yg kepake malah kuota utama. Setelah kuota utama habis udah gitu aja gabisa nonton lagi, terus kuota multimedia nya buat apa? 🙂🙂",1,2022-12-21 05:51:13
Dri kemarin ga ada spiderman no way home..,3,2022-12-20 21:22:58
"while watching the resolution often changes to low, please fix it",1,2022-12-20 16:30:05
Saya tidak dapat memasuki aplikasi dan loading yang sangat lama dengan jaringan internet yang lancar,2,2022-12-20 13:40:37
Oke,5,2022-12-20 13:35:09
"Burik, dibuka keluarnya UPSS...matamu",1,2022-12-20 12:35:18
Kenapa gabisa login ke tv ya?,1,2022-12-20 12:33:51
Bagus banget aku suka,5,2022-12-20 12:02:50
Harus di tambahin fitur buat masuk code ke tv biar kayak apk sebelah,5,2022-12-20 09:52:19
Keren,5,2022-12-20 08:27:28
Ok,5,2022-12-19 21:27:12
"Udah langganan malah bug, ga bisa nonton.. Kyk nipuu aja",1,2022-12-19 18:50:29
"Kadang error, kadang buat hp ngeframe , kadang loading doang lama, hadehhhh",1,2022-12-19 17:26:44
"Fitur nya sangat sedikit sesimpel ngasih judul film di beranda aja nggak ada, mengunduh di kartu eksternal juga nggak ada",1,2022-12-19 03:04:12
"Kalau ga niat buat apk, please hapus aja. Bikin rusak HP, gimana developerny ini?!?!? Rusak parahh,, HP gw blank 1 jam sat😕",1,2022-12-18 21:04:25
kenapa saya tidak bisa login ke tv android box,2,2022-12-18 20:43:50
Coba subtitle nya dibawah semua. Jangan atas bawah bikin sakit mata,2,2022-12-18 20:38:11
Tolong diperbaiki setingan full screen untuk tablet,1,2022-12-18 20:20:14
Baguss... aplikasi legal yang lengkap film Marvel,5,2022-12-18 19:45:57
"Aplikasinya kok jadi gini sih, biasanya aman2 aja selama make. Tampilan home jadi chanel2 india trus Tolong segera diperbaiki 🙏",2,2022-12-18 19:25:56
Aplikasi ni sangat bagus,5,2022-12-18 18:04:30
Banyak bug video ga bisa diputar loading mulu padahal jaringan bagus,2,2022-12-18 18:00:30
Terlalu banyak serial LGBT..,2,2022-12-18 17:45:27
S3ngaja saya kasih bintang 1,1,2022-12-18 15:27:58
Saya tidak suka. Dikerenakan tidak ada film perang.saya suka film perang perangan namun ini kurang lengkap:F,2,2022-12-18 14:34:52
aplikasinya bagus tapi sayang film kartunnya kurang lengkap,3,2022-12-18 14:16:26
"Sekarang lebih buruk,sya berhenti lngganan saja",1,2022-12-18 13:58:29
"Pemotongan tanpa diberitahukan, aplikasi sialan",1,2022-12-18 13:32:25
kok gabisa dibuka ya? pasti ada kesalahan trs padahal udh tak uninstall trs download lg tp ttp gabisa dibuka,3,2022-12-18 12:12:00
"Uninstall aja aplikasi tidak berguna, rugi kuota download nih aplikasi. Mau login susah. Giliran dah login malah gak bisa diputar filmnya. Dulu bagus sekarang jeleknya minta ampun nih aplikasi.",1,2022-12-17 22:43:11
"Black screen saat streaming film, masalah sepertiny ada pada apk ny",2,2022-12-17 22:23:14
"Mengecewakan,mau login ke tv aja harus ke web dah gitu kalau pake hp android ga bakal muncul buat masukin kode ke tv nya ,Masa iya harus pake hp ip/laptop atau PC dulu , MENGECEWAKAN.",2,2022-12-17 22:21:40
Mantab,5,2022-12-17 21:30:54
Uda seminggu ga bisa diputer. Apa apan ini aplikasi segini pake fold Masi aj bug,1,2022-12-17 20:54:41
Aplikasi error tidak bisa berlangganan,1,2022-12-17 19:30:36
mau nonton vidio offline malah loading terus hahahah,1,2022-12-17 12:38:34
Mantappppppp.. terbaik pokoknya,5,2022-12-17 11:50:09
Padahal filmnya bagus2 tapi pas mau payment ngga bisa muluu,4,2022-12-17 11:41:38
"Saya udah langganan 1 tahun baru mau dipakai dsruh langganan lagi, aplikasi menguras uang ajah, saldo gue terpotong 199.000 tapi aplikasi nggak mau kepakai👎",1,2022-12-17 06:51:03
Hooh,4,2022-12-17 06:49:24
Kenapa sih baru setengah nontn langsung bug black screnn ga guna dasar,1,2022-12-17 01:20:52
Keren bisa nonton apa aja tapi sayang gak bisa nonton Harry Potter yaudah lah yang penting seruu😃😃😃 pakek kartu kredit bayarnya ya👍👍,3,2022-12-17 00:25:02
Sia sia isi shope pay sama pulsa buat langganan tp malah gak bisa,1,2022-12-16 23:08:08
mantap,5,2022-12-16 21:20:34
Aplikasi nya jelek banget film2 yang sudah di download tidak bisa diputar lagi. Minta tolong diperbaiki,1,2022-12-16 20:34:47
"Kenapa ga bisa login, gangguan terus",1,2022-12-16 20:07:16
baik,5,2022-12-16 19:52:09
"KESEL BANGET PADAHAL APK NYA UDH DI HAPUS, TAPI MALAH KE POTONG OTOMATIS LANGGANAN NYA.",1,2022-12-16 19:51:29
WWE raw 🙏😥,5,2022-12-16 14:07:24
Minta kode OTP berasa lagi ngemis. Udah submit berkali kali tetep gak dikirim.,1,2022-12-16 11:35:49
Sons of Anarchy S1 E2 kenapa Error Kode [ERR_PB_1413] Kocak!!! Ok Udh Ter.Atasi MANTAB bintang6,5,2022-12-16 03:37:36
"Woi film Titanic kenapa dihapus anjeng!!! Percuma gue langganan, nyesel banget setan Apk sampah! Tau gini mending langganan netflix",1,2022-12-15 22:44:12
"Rugi bgt udh keluar duit 39k tapi kaga bisa nnton, malah muter2 mulu film nya kaga jalan. Coba film apapun sama aja cuma muter doang.. tapi kalo trailer nya doang semua film bisa di tonton, sedangkan film nya gak ada yg bisa.. kalo trailer nya aja bisa di tonton lancar kaga mungkin masalah nya ada di kuota atau sinyal.. Rugi bgt bayar mahal cuma buat nnton trailer film.. kalo cuma trailer mah di YouTube juga bisa gratis sepuasnya",1,2022-12-15 22:21:38
Makin jelek gabisa di buka filmnya,2,2022-12-15 16:19:22
tolong perbaiki aplikasinya suka buffering padahal sinyal baik baik saja,3,2022-12-15 16:18:55
"Di handphone saya selalu gak bisa Terjadi masalah DRM, sudah hubungi melalui email tetapi responnya lambat",1,2022-12-15 16:02:36
"aplikasi yang sangat jelek, drama belum di download tapi muncul tulisan sudah di download, sangat payah",1,2022-12-15 15:43:47
"Kenapa menu subtitle film bahasa Indonesia hasil download film offline menghilang..? padahal jika di tonton online subtitle bahasa Indonesia tersedia..! Ini sangat merugikan pengguna, sudah susah payah mengunduh ,malah subtitle bahasa indonesia di tiadakan,apa iya harus hapus hasil download untuk menikmati film bersubtitel bahasa Indonesia,nah gak etis kan?? Mohon di koreksi bila saya salah..!!",3,2022-12-15 14:49:57
Bangsaatt sudah didonload malah tidak bisa di tonton,1,2022-12-15 10:52:40
Min Lalod..,3,2022-12-15 10:36:39
"Masih berlangganan 1 bulan tapi buat nonton sudah gak bisa ?? Tolong tingkatkan lagi , rugi kalo kaya gini",2,2022-12-15 09:23:14
"Lumayan menghibur sih, tp untuk pencarian susah banget nemuin yg pengen di tonton🥲",3,2022-12-15 09:07:45
Knapa harus berlanggan saya tidak. Punya uang buat beranggapan Tolong jangan berlanggan,4,2022-12-15 08:40:58
Stuck loading apk jelek,1,2022-12-15 08:13:14
",N",2,2022-12-15 04:37:50
"Tidak dapat memasukam kode otp nyesel ,,bantuin dong gimana caranya bisa streaming lagi di tv udah bayar mahal.",1,2022-12-15 00:46:13
Kasih 3 bintang dl ya. Film2 nya di perbanyak dan di perbaharui..,3,2022-12-14 23:38:16
Ok,5,2022-12-14 22:45:56
"Kok gak bisa masuk ke home ya? Sebelum2nya aman, tp skrg gk bisa nonton sama sekali, baik di hp maupun Google TV, pdhl masih member 1 tahun. Perbaiki donk, ney!",4,2022-12-14 22:44:29
"Playback selalu mengalami Framedrop, sehingga mengurangi pengalaman menonton lewat aplikasi. Ditambah resolusi pemutaran yang tidak konsisten, tetap pada resolusi terendah jika diatur pada resolusi tertinggi.",2,2022-12-14 21:26:02
Ini bisa pembayaran melalui pulsa gak sih untuk 1 tahun langganan? Ini saya nyoba yg 1 bulan bisa saya coba untuk 1 tahun gak bisa2 gagal terus Tolong diperbaiki dong sistem nya,3,2022-12-14 21:17:18
"Setelah di update malah jadi gak bisa di pake aplikasi nya force close mulu, percuma berlangganan gak bisa di pake, tolong di perbaiki ya aplikasi nya. Makasih",2,2022-12-14 20:33:58
"Tambahin dan Update Anime-nya donk, pasti banyak yg mau lenganan... Drakornya udah OK. Cuma kurang Jepangnya",4,2022-12-14 20:27:05
Alasan gatau,5,2022-12-14 19:12:59
"Kenapa yaa baru pertama nonton kayak bug gitu, frezz patah patah gitu padahal hp saya Iphone 12",1,2022-12-14 18:37:46
Semua nyaa berbayar 👎👎👎👎👎,1,2022-12-14 18:08:17
"Kenapa gak bisa langganan perbulan, selalu dialihkan untuk berlangganan 1 tahun. Tolong perbaiki!",2,2022-12-14 17:55:42
"Film pets,how to train your dragon..kok gak ada lagi..",1,2022-12-14 15:59:33
Kenapa suka blank kadang close sendiri,1,2022-12-14 14:28:00
Makasih disney+Hotstar sudah bagus sekarang kasih bintang 5,5,2022-12-14 13:53:57
"Update film lama, film gak menarik",2,2022-12-14 13:52:37
suka bgt revengev of others semoga aja ad s2,5,2022-12-14 13:48:32
"Sangat membantu,, pertahankan..",3,2022-12-14 13:35:23
"Aplikasinya mental, buka film malah tutup aplikasi. Ada apa ini?",3,2022-12-14 12:40:26
Lengkapin lagi film nya the mummy gak ada.,1,2022-12-14 09:11:01
Gila jan pake langganan lah gw nggak punya uang sdng kan gw mau nonton venom dll tolong ya lepas langganan ny supaya saya sering nonton di hp,5,2022-12-14 08:54:13
saya sih s belum coba tapi mungkin cukup bagus😎👍,5,2022-12-14 07:16:46
Tidak bisa langganan metode pembayaran apapun selalu kena error 100000,1,2022-12-14 01:33:02
sepiprayitnocirebon,1,2022-12-13 22:17:40
"Film udah di download tapi gak bisa di tonton padahal masih berlangganan, giliran nonton film yang gak di download lancar anehhhh",2,2022-12-13 21:09:00
Selalu black screen setelah saya menekan kualitas vidio tinggi,2,2022-12-13 18:18:10
Bukannya udh bundling dgn paket telkomsel ya.kenapa skrg di suruh bayar lagi,1,2022-12-13 17:51:53
Bagus murah tapi sepertinya disney lama memberikan lanjutan episode untuk series kartun lama sekali dan terkandang apk nya no respon baik di hp maupun d laptop tapi secara keseluruhan bagus,4,2022-12-13 17:22:48
Saya isi pulsa dan menghapus disney agar tidak berlangganan lagi tapi kenapa selang beberapa jam muncul notif saya membeli disney dan sya cek plsa sdh terpotong dn berlangganan. Bgaimana?,2,2022-12-13 16:44:22
"Sering bgt buat play film selalu loading,, padahal internet bagus.. Aplikasi udh saya restart tetep aja gk ada perubahan.. Percuma langganan klo buat nonton tidak bisa",1,2022-12-13 15:21:50
Ada film baru ga y,5,2022-12-13 12:21:37
"saya padahal sudah berlangganan hampir satu tahun , kenapa akhir² ini saya ingin nonton film ga bisa di play. Padahal untuk di buat nonton triler film nya bisa, tapi waktu mau di play film nya gabisa selalu ada tulisan error",1,2022-12-13 10:03:28
"Ini gimana sih, saya udah beli paket lewat my telkomsel tp pas mau nonton malah suruh bayar paket lg, yg bener aja dong",2,2022-12-13 07:59:11
Keren,5,2022-12-12 22:11:34
Sudah beberapa kali di coba tidak bisa konek ke tv.ada kode di tv tapi pas mau di masukin ke hp ga ada untuk masukin kode yg di tv,2,2022-12-12 20:54:53
"Saya ingin mencoba masuk dan berlangganan, tetapi tidak pernah mendapatkan SMS masuk untuk kode akses. Mohon di perbaiki sistemnya.",2,2022-12-12 14:12:19
"Please make option if we sleep when watching dont recomment another movie, just close the app so no drain batterai..",5,2022-12-12 10:04:02
Cara berhenti langganan gmna ya?dicari² kok gk bsa..help!!🙏,4,2022-12-12 09:09:42
"Kemaren maksimal 5 film bisa di download, sekarang malah cuma 3. Aneh segala dibatasi padahal download pakai kuota sendiri. Ngehe lah ni aplikasi",2,2022-12-12 05:30:15
Minta petunjuk Cara merubah ukuran font subtitles,5,2022-12-11 22:31:08
Ini bagus kok 😁😁😁,3,2022-12-11 20:56:47
"Cuma bagus di awal, setelah 1 bulan pemakaian film tidak bisa diputar, padahal sudah berlangganan lewat IndiHome. Tolong perbaiki aplikasi nya, kita sudah, berlangganan tapi aplikasi tidak bisa digunakan, sering gangguan, disarankan jangan langganan Disney, mending Netflix",1,2022-12-11 18:13:00
"bagus banget cuma kurang lengkap aja, aku harap kalian bisa lebih memperbanyak film dan series nya juga kartunnya",5,2022-12-11 16:59:29
Ini hari ini lagi gangguan kak?kok GK bisa masuk aplikasi...tdi pagi masih bisa....,1,2022-12-11 16:42:26
Seru,5,2022-12-11 16:41:44
