content,score,at
mantabh dapat diskon 75% auto langganan 1th,5,2025-06-28 23:49:24
Pembayaran langganan ribet.,1,2025-06-28 19:51:24
"banyak film yg gak update, padahal ada iklannya di tutup, pas di searching gak ada, padahal udh langganan setahun",3,2025-06-28 19:09:56
aplikasinya sudah di-update dan berlangganan mahal kok gambarnya tetap gelap hitam cuman ada suaranya aja. kayak dengerin radio,1,2025-06-28 15:03:18
"kenapa tidak bisa 4k, padahal saya sudah beli paket premium. tolong di tingkatkan lagi kualitas vidio nya kan jadi rugi yang beli paket premium",1,2025-06-28 14:28:11
kesel iklan nya lewat mulu tolong dong jangan lewat lagi,1,2025-06-28 14:07:06
"Nah, kalo gini kan enak jadi penggemar superhero Marvel pada balik lagi, Terimakasih atas promonya. Tolong diperbanyak versi dubbing Indonesia nya lagi 🌄🇮🇩🏞",5,2025-06-28 12:57:30
ga ada gmbrnya setan,1,2025-06-28 11:50:27
"can't download content, keeps ""starting"". I've cleared the cache, relog, restarted the phone. the apk error remains unchanged",1,2025-06-28 11:26:56
"beberapa film tidak berjalan baik di android tv, seperti buffering",3,2025-06-28 07:42:18
"mau hapus akun ga bisa, mau lanjut bayar pake gopay (setelah kemarin gagal bayar) gabisa jugaaa !!!!",1,2025-06-27 23:31:22
"aplikasi nya bagus dan cara membayar nya juga mudahh bngtt .. suka dehh soalnya ada disney , Pixar dll .. aplikasi nya jg lumayan lengkap untuk disney nya , makasih udah ciptain aplikasi inii❗🫰🏻",5,2025-06-27 22:23:23
"Untuk solusi Black Screen sebenarnya simpel. Coba hp nya direstart lalu coba buka Disney kembali, semoga solusinya bermanfaat. 🙏🏼",5,2025-06-27 21:26:32
aplikasi terburuk dalam sejarah,1,2025-06-27 20:09:27
mengecewakan. sudah berlangganan tapi malah black screen. udah di coba di atasi tapi tetep sama. tolong dong di perbaiki,1,2025-06-27 19:29:10
"aneh bangget udah langganan dari lama sekarang malah ngga bisa di buka malah black screen, TOLONG DI PERBAIKI ENTAH ITU BUG ATU APAPUN ITU !!!, saya sudah bayar lumayan malah ngga bisa di buka TOLONG SEGERA DI BENAHI !!",1,2025-06-27 16:06:40
"coba di update, kenapa bisa blackscrenn. pada kecewa dong berlangganan",1,2025-06-27 14:35:54
blackscreen mulu..udah bayar gak bisa nonton,1,2025-06-27 12:42:50
hadeuuhhh mau langganan saja susah bngt bayarnya. .....,1,2025-06-27 12:06:19
"mau berlangganan, mau bayar aja susah padahal udah konek sama gopay. pea",1,2025-06-27 08:27:10
tidak dapat di akses walau sudah berlangganan,1,2025-06-27 06:44:31
"ribet banget, ngk bisa bayar pakai gopay dgn status akun sudah terhubung. Apakah anda ada niat ini buat nyari pelangan? yg ada bikin orng makin jadi males karna saking ribetnya nih aplikasi. ini yg bikin aplikasi anda ngk easy to use. bayar di aplikasi gopay pu juga error.",1,2025-06-26 23:06:31
"okeh dah bagus lagi, semoga tidak black Screen lagi👍",5,2025-06-26 21:44:38
mau bayar pakek aplikasi e wallet tapi gak bisa katanya nomer sudah di gunakan padahal no e wallet dn Disney nya sama mohon di perbaiki lagii,3,2025-06-26 19:32:34
"sebenernya bagus aja cuma masalahnya di pembayaran langganan dipersulit,, harus masuk website lah, harus pake kartu lah, ditambah dompet digital cuma ada gopay,,,, MENGECEWAKAN",2,2025-06-26 19:05:09
"kenapa video tidak bisa diputar, tertulis ""terlalu banyak orang yang menggunakan akun anda saat ini"". padahal akunnya hanya dipakai di tv saja",1,2025-06-26 14:58:57
"terjadi black screen secara terus menerus, sudah saya komplain, silahkan lihat email anda",2,2025-06-26 14:34:29
"ini kenapa aplikasi malah black screen saat memutar film kalau memutar serial bisa, kenapa saat memutar fil. malah black screen",1,2025-06-26 13:07:55
"Semua permasalahan yg terjadi pada pelanggan sama loh. Mulai dr black screen dan stuck, gak bisa play di device dgn alasan penuh padahal gak ada yg pake, suara kecil. Eh Jawabannya disuruh email ke disney. Mestinya, tim yg bikin aplikasi nya yg bebenah masal dong. Masa pelanggan yg udah bayar yg suruh ribet ina inu. Kalian lah kerja yg bener. Perbaiki aplikasinya. Kalau seperti ini, ketauan kinerja tim nya kaya apa.",1,2025-06-26 06:27:04
"sepertinya Tim Disney+hotstar tidak serius menanggapi keluhan pelanggan, terbukti banyak keluhan serupa yang terus berulang. dari layang yang blank, video tersendat dan yang paling parah, keluhan memulai langganan. saya sendiri merasakannya. mau mulai berlangganan aja susahnya minta ampun. berulang kali coba login hanya dapat notif unusual traffic dan ga bisa dapat otp, sekalinya bisa dapat otp, tantangan berikutnya yaitu gopay tidak bisa menampilkan layanan. tolong segera perbaiki",1,2025-06-25 22:20:28
"tolong ya saya udah mbayar langganan kenapa pas masuk cuma suruh kelola akun, tolong segera diproses",2,2025-06-25 22:08:46
sekarang malah apk nya yang eror katanya make vpn tutor benerinnn nya dong ini jadi ga bisa nonton film soalnya,1,2025-06-25 21:21:30
"Mau bangkrut ya ,sudah gak bisa di akses",1,2025-06-25 20:46:49
"mau perpanjang langganan susah bener. udah pake gopay, masukin nomor bilang dah terhubung. tp ga dpt sms OTP. ya walopun dapet pun harus isi dimana itu kode? sayang banget pdhl film sama series nya bagus2. payah.",1,2025-06-25 20:30:24
"padahal udah berlangganan untuk setahun, ternyata saat nonton hanya ada suara yang putus putus dan layar hitam tidak ada gambar sama sekali🥲",1,2025-06-25 20:10:46
"tidak bisa membatalkan langganan, seperti memang memaksa untuk terus berlangganan... Pemaksaan!",1,2025-06-25 16:53:37
Udah terlanjur top up gopay eh pembayaran lewat gopay gak bisa,2,2025-06-25 12:18:01
iklan lu berisik,1,2025-06-25 12:01:25
seep dah 👍👌,5,2025-06-25 00:49:42
"mau berhenti langganan susah bener!!!! email ny salah, padahal masuk pake otp ke email ya udh pasti bener donkk!!!",1,2025-06-24 22:02:41
"pembayarannya ribet, muter muter terusssssssss",1,2025-06-24 21:17:50
"ini kenapa ya awal awal nonton di tv baik baik aja tp pas mau nonton di hp layarnya itam,gaada suara,loading terus,ngestug plis kasih saran rugi dong bayar tapi gaada gambarnya 🙄😤",2,2025-06-24 18:00:42
gini deh aku saranin aja kalau mau masuk nggak usah pakai email Pokoknya nggak usah pakai email gak usah pakai nomor HP gitu langsung bisa masuk aja soalnya masuk itu ribet tapi kalau satu lagi deh ya jadi untuk orang yang berkebutuhan pas-pasan harus berlangganan itu menurutku nggak terlalu memuaskan deh soalnya aku sebagai orang yang berkebutuhan pas-pasan harus berlangganan itu apalagi susah udah nggak ada uang harus berlangganan dan aku minta tolong banget semga dijwb ya mff klo berlbihn,1,2025-06-24 16:52:47
ini tuh apk nya gmna yaa kog sulit banget mau masuk selalu nya retry terus,1,2025-06-24 12:14:43
walau pembayaran nya ribet dan kadang bikin kesal tapi hasilnya Memuaskan love u disney+ 😘❤️‍🔥,5,2025-06-24 11:34:43
"MENGECEWAKAN, sudah berlangganan lama tapi baru-baru ini mengalami masalah soal pemutaran Film, saat mau nonton selalu black screen dan selalu muncul loading screen. seakan-akan film tidak bisa di putar, hanya begitu terus menerus. minta bantuin via Instagram Tidka ada jawaban apa-apa sampai sekarang. disini kita berlangganan bayar, bukan gratis.",1,2025-06-24 10:41:52
"awal berlangganan lancar, tapi kok ini punya saya gada gambar nya cuma layar gelap sama ada suaranya doang, udah saya update tetep aja kayak gitu, tolong dong saya baru pake 2 hari sejak berlangganan,",3,2025-06-24 09:03:19
Recommended banget untuk nonton film,5,2025-06-24 08:37:11
"pemutaran video tidak bisa di mulai, yg sudah di download juga gabisa di putar",1,2025-06-23 23:10:57
kok layar nya hitam ya?,2,2025-06-23 14:14:42
"udah berlangganan, tapi pas mau nnton film ga ada gambarnya😩",1,2025-06-23 11:27:28
tayangan film dan dokuma enternya luar biasa menarik,5,2025-06-23 09:56:21
"Disangka menggunakan VPN dan blocker padahal tidak sama sekali, tolong matikan fitur pendeteksi ini karna terkadang error saya jadi tidak bisa menggunakan aplikasi ini",1,2025-06-23 08:40:45
"di TV kadang gak bisa di putar, layarnya hitam doang, film² baru juga begitu , ribet bgt kalo harus nonton di HP 😒",2,2025-06-23 08:40:22
"buset disney ni bug kok nga ada mau di perbaiki, sama sekali nga bisa di tonton di hp gelap cuma ada subtitle , jaringanya juga lelet ya ampun. 😡",1,2025-06-23 02:10:21
"Subtitle nya kepotong setengah di samsung tab s4, jadi ga bisa kebaca, rating udh 2.1 bukannya introspeksi diri malah harga selangit",1,2025-06-23 01:13:38
Film tidak bisa diputar sungguh mengecewakan,1,2025-06-22 23:44:23
saya sudah membayar dan berlangganan 1 tahun saya membayar melalui gopay tapi tidak bisa di gunakan malah terus di suruh bayar sudah saya email tapi tidak ada respon,1,2025-06-22 20:29:24
gak bisa play. padahal kualitas sinyal ok. paket berlangganan juga ada. parah nih disney cuma nyari untung doang,1,2025-06-22 19:55:28
"aplikasi sudah di update, penyimpanan masih banyak, Sinyal Wifi full lancar buka apapun, tapi pas nonton di Disney + tiba² BLACK SCREEN, udah di relod, bahkan membersihkan cache apk tetep aja black screen, tolongglh bkin gak nyaman, udah bayar mahal² juga",1,2025-06-22 13:46:22
"mau bayar pake ovo, ato pulsa ga bisa. mau tf va bank jg ga ada. pembayaran susaaah jd mau berlangganan bingung. krn ga pake gopay dn cc maunya cash aja ato tf. tolong donk diperluas cara bayarnya jgn dibatasi",1,2025-06-22 11:02:25
"payah, terlalu jelek gabisa mulai film nya cuman black screen doang padahal jaringan aman buat nonton di sebelah",1,2025-06-22 07:36:33
Mau nyambung ke laptop susah banget dah padahal no hp udah benar kocak bgt,1,2025-06-22 07:18:51
"disney jangan bercanda lah, aku download semua film sama serial tapi tidak bisa diakses dan selalu tulisannya mengalami gangguan",5,2025-06-22 02:45:29
Makin jelek aplikasi nya,1,2025-06-21 22:12:07
baru 1 film di tonton dah nge bug gua bayar bukan untuk nonton layar hitam doang. ada suara gambar gak ada apk merugikan,1,2025-06-21 20:38:29
"sudah 1 bulan sy coba pembayaran lg melalui Gopay tp tidak bisa krn katanya no gopay sdh terhubung. Mau hapus dulu trus coba menghubungkan lg juga ga bisa. di Riwayat pembayaran Gopay malah tdk ada, yg ada hanya orderan dan pembayaran tokopedia. Mau kirim email jg ga bisa lampirkan bukti pembayaran langganannya. Mohon dibenahi lg metode nya, mgkn bisa pakai alternatif lain selain Gopay. Mgkn bisa pakai Dana. mumpung ada diskon 75%, tp ga bisa² jg mau coba bayar",1,2025-06-21 19:40:38
ok,5,2025-06-21 19:38:12
susah bayar,2,2025-06-21 19:31:56
kualitas video pecah pecah,1,2025-06-21 10:45:07
"black screen, can't watch anything, no point subscribing if the results are disappointing",1,2025-06-21 03:40:36
makin ribet mau langganan,1,2025-06-21 00:08:16
Gilak aplikasi ya jangan kalian donlod deh gk berguna karena,1,2025-06-20 18:26:13
Kadang kadang ngebug dan harus hapus cache dan harus sering bersih bersih supaya enteng mohon ditingkatkan,2,2025-06-20 15:41:11
"streaming lancar, mantap",5,2025-06-20 15:16:38
"dih kocak nyesel banget, kenapa black screen??padahal udah pakek wifi dan jariangan yang bagus, udah ganti ke jaringan masih black screen,udah ganti ke wifi lagi masih black screen juga,mau nya apa sih??",1,2025-06-20 14:54:59
"kenapa kalo mau berlangganan harus lewat email sih ribet walaupun ribet tapi gapapa, dan juga kalo bisa tambahin metode pembayaran cuma ada tiga gopay kartu kredit kartu debit, kalo bisa tambah metode pembayaran dana, aku ga jadi berlangganan karna ga ada metode pembayaran lewat dana",1,2025-06-20 14:18:13
ini kenapa gambar ga muncul tapi suara ada.. mohon perbaiki lah ini aplikasi,1,2025-06-20 12:05:05
scam,1,2025-06-20 11:26:40
layar nya gelap kalo mau nonton padahal subtitle sama suara nya ada itu kenapaa dahh tolong di perbaiki,2,2025-06-20 10:50:39
pliss lah min mau dapetin kode negara aja hampir seharian,2,2025-06-20 08:39:13
an***g g bisa login,1,2025-06-20 01:55:47
gak suka saya Sebal,1,2025-06-20 00:13:42
"Payah di aplikasi Disney sekarang film-film nya jelek semua GK ada perkembangan, masa kalah sama aplikasi Prime Vidio & Bstation. walaupun Bstation banyak iklan tapi film nya lengkap banyak pilihan.",3,2025-06-19 22:40:45
sering sering ada promo ya,5,2025-06-19 21:09:24
"baru juga berlangganan ,,, gak bisa ditonton filmnya ,, kocak emang",1,2025-06-19 20:58:12
"bikin aplikasi gak niat, harus ada sinyal kuat baru bisa nonton kalo enggak burik bgt gambarnya 144p ???!?!!!!!!!!",1,2025-06-19 18:41:46
"layar hitam ga ada gambar, padahal udah langganan 1 tahun. hadeh rugi",1,2025-06-19 18:18:59
"kenapa semua filmnya gabisa di-play? hanya ada layar hitam dan ngestuck gitu aja. suaranya pun gaada. tolong dong respon dan sarannya gimana, lagi marathon twd, besoknya mau lanjut malah gini. huft.. nyesel deh langganan disney+ banyak banget masalah nya.",1,2025-06-19 17:24:19
aplikasi jelek saya sore jam 20.00 berlangganan jam 01.00 eror GK bisa di buka lagi. apk jelek GK worit bgt buat di instal,1,2025-06-19 16:22:22
apk ini tidak geratia,1,2025-06-19 15:22:44
App sampah,1,2025-06-19 15:03:35
"aplikasi gil* percuma berlangganan, banyak masalah mulai dari suaranya g bisa besar sama pas nonton layarnya hitam tapi suaranya ada, ga guna",1,2025-06-19 13:15:19
"awas promonya jebakan, saldo sudah kepotong gak bisa liat apa apa. kecewa",1,2025-06-19 12:59:16
"saya ini mau bayar kok tidak bisa ya, sudah minta bantuan tetap tidak ada respon🥲🥲🥲🥲🥲",1,2025-06-19 12:44:42
tiba tiba layar hitam Mulu aneh,3,2025-06-19 09:39:39
"udah langganan, suara doang yg keluar, ga ada gambarnya,,, payah banget,,, nama mah gede,, kualitas ga ada,,",1,2025-06-19 08:44:42
Menurutku oke banget karena pilihan film nya lebih banyak dan variatif. series nya seru-seru,5,2025-06-19 05:21:57
males saya untok nonton video kartun suruh bayar mases.sYa cari uang bukan keluar uang,1,2025-06-18 23:53:53
"di hp infinix zero 30 ga muncul gambarnya hanya suara saja, padahal di perangkat lain bisa. kecewa berat. padahal banyak yang pengen di tonton",1,2025-06-18 21:16:34
gimana ni min udah bayar langganan satu tahun tapi harus kelola akun terus giliran di klik kelola akun di gmail gabisa diapa apain gimana niihhh,1,2025-06-18 18:12:55
film jelek semua sekarang,1,2025-06-18 16:36:18
sangat bagus,5,2025-06-18 16:13:58
"gue orangnya cukup ga peduli sama aplikasi wlw sejelek apapun gue ga kasih rating jelek. tapi, ini keterlaluan. nonton di tv ga bisa, tertera ""terlalu banyak orang menggunakan akun anda saat ini"" PADAHAL gue ga nonton di hape, juga emg cuma ada dua perangkat doang (tv dan hape) parahnya lg, nonton di hp juga gabisa, cuma muter2 doang, sekalinya muncul cuma subtittle doang, layar hitam gada gambar. jelas wifi gue lancar gada masalah jaringan. bener2 ya.",2,2025-06-18 13:27:29
alat pembayaran masih kurang banyak,2,2025-06-18 11:27:39
emang sukanya bermasalah ya? bukan saya doang?,1,2025-06-18 08:38:38
buffering terus ga bisa buka video masih gak bisa sampai seminggu ini,1,2025-06-18 07:10:55
perbanyak film horor,5,2025-06-18 02:46:46
elek pisan,1,2025-06-17 23:48:07
"buanyak film2 terbaik disney ,marvel the best",5,2025-06-17 22:07:50
"pas nonton suaranya ada tapi layarnya item, udh hapus cache berkali"" plus uninstal and instal berkali kali tetep aja begitu TOLONG DIPERBAIKI! JANGAN BUAT PLATFORM STREAMING KALO NGGA BISA NGOLAHNYA",2,2025-06-17 21:28:12
"Disney plis lah, masa dengan kecepatan internet yg sama di aplikasi sebelah lancar2 ajah, ini di Disney kualitas udah di turunin malah masih buffering😭😭😭😭",2,2025-06-17 21:19:32
udh langganan paket basic.. utk 3 perangkat.. tp tiap mau nonton slalu bilangnya perangkat penuh.. silahkan keluar dr salah satu perangkat.. lah bgmn gak ada yg nontn kok bisanya dibilangin perangkat penuh..,3,2025-06-17 19:32:37
"kenapa sulit sekali untuk berlangganan lagi di sini lewat gopay, bulan lalu aman2 saja tapi di bulan ini sungguh gak faham cara pembayaran ulang lewat gopay nya, nomor gopay ku sudah terdaftar tapi gak bisa untuk melakukan pembayaran ulang, tolong di benahi lagi cara pembayarannya agar lebih mudah, bahkan sudah berkali2 saya coba tetap saja tidak bisa dengan alasan nomor gopay saya sudah terdaftar, jujur saya kesulitan masalah pembayarannya lewat gopay",1,2025-06-17 18:59:47
mau cari film sesuai genre gak ada pilihannya (pencarian sesuai genre),1,2025-06-17 18:48:55
kadang ngebug tiba2 layar hitam tapi suara dan subtitle ada perbaiki bugnya lol,2,2025-06-17 18:40:10
kenapa saya tidak bisa berlangganan lewat gopay??????,2,2025-06-17 17:45:59
kacau cuma bisa bayar tapi ga bisa nonton,1,2025-06-17 17:00:41
"gabisa stop berlangganan, saldo saya otomatis terpotong. saat melakukan pembatalan ditolak oleh apk nya",1,2025-06-17 06:13:07
GA ADA GAMBAR NYAAAA,1,2025-06-16 21:12:44
"apk gajslas tadi siang beli langganan, pas mau nonton vid gabisa loading terus layar item terus, gajelas banget sumpah pdahal jaringan bagus, sampe sekarang dicoba masih aja gabisa, kirim masukan ke email disneynya ga dibales, jangan mau beli langgan disini kalo masih sering begitu",1,2025-06-16 20:22:26
TOLONG SUBTITLE DIPERBESAR KECIL BANGET DI HP. PLEASE BANGET INI MAHHHHH!!!,3,2025-06-16 19:03:44
saya mau bayar langganan bulan ini melalui gopay kok ga bisa terus yaa apa emang lgi ad masalah? udh 3 hari saya nyba bayar ga bisa bisa,3,2025-06-16 17:27:50
layanan after salesnya jika ada kendala buruk. mwndaftar pakai nomor x tapi yg diterima pendaftaran nomor gopay.. hedeh... kontak keluhan pelanggan tidak ditanggapi.,1,2025-06-16 16:30:14
Ada diskon tp mau bayar aja susaah..,1,2025-06-16 14:36:31
apk bermasalah ga ngerti lagi masuknya gimna ribet,1,2025-06-16 12:35:49
jelek bngt🤡🤡🤡🤡🤡🤡🤡,1,2025-06-16 09:13:50
ini kenapa iklan berubah ini,1,2025-06-16 08:32:17
"baru sekali langganan di apk ini langsung banyak gangguan kayak sering buffering, trus video nya blank suara ada gambar nya kosong. mohon segera di perbaiki, karena ini apk film nya bagus²",2,2025-06-15 23:14:19
"udahlah ini yang terakhir berlangganan disney hotstar. serial animasinya tambah sedikit padahal dulu ada adventure time, Amazing world gumball, regular show, sekarang sudah gak ada. apalagi aplikasinya error parah, masa semua hasil downloadan tiba-tiba tidak bisa diputar. bro ingat gak semua orang punya wifi di rumah, jadi kadang ada beberapa orang yang harus ke caffe untuk mendapatkan wifi, biar bisa download.",1,2025-06-15 22:19:32
"kualitas video suara bagus, tapi sayangnya baru aja pas nonton next eps videonya hitam cuma ada suaranya. tolong bantuannya sudah saya coba hapus instal 10x tetep aja masih hitam doang",3,2025-06-15 22:04:58
"respon cs lambat, sdah langganan tidak bsa dibuka..",1,2025-06-15 21:19:19
"massa saya baru berlangganan sehari, tiba"" udh eror aja, pas saya putar filmnya cma muncul suara, gambarnya ngga muncul, hanya warna hitam saja",1,2025-06-15 20:54:23
Di tv disney plusnya ngelag terus,1,2025-06-15 19:27:10
mantap,5,2025-06-15 19:02:58
mau login aja susah,1,2025-06-15 19:02:01
kenapa disney nya eror yaa gak bisa di buka,5,2025-06-15 15:15:04
iklanya maksa buat ke playstore,1,2025-06-15 14:30:18
"gimanasih nyuruh berlangganan tapi malah gabisa, lagian jg ngapain pake masuk web, pake gopay jg gabisa, harusnya kalo udah masukin nomor bisa masuk buat bayar tapi malah ada kata ""nomor ini sudah di pakai"" ya iyalah udah di pakai orang buat bayar yang bulan lalu giliran bayar yg bulan sekarang malah gabisa dibayar gajelas",1,2025-06-15 02:07:21
"menyesal download aplikasi ini,susah dipakai d smart tv,useless,malfunction,hated",1,2025-06-14 19:20:41
aplikasi yang baik,5,2025-06-14 16:08:27
"gimana nih min, sy kasih bintang 3 karna gambarnya yg tiba"" menjadi hitam terus gk bisa diperbaiki tolong diperbaiki secepatnya bug ini",3,2025-06-14 15:59:53
film nga ngk lengkap dikit amat woyyy,1,2025-06-14 14:22:33
mahal bang 🗿,5,2025-06-14 13:49:39
udah beli langganan bulanan malah gabisa ditonton kocak,1,2025-06-14 11:21:02
daftarnya ribet,1,2025-06-14 01:47:14
"gk bisa bayar pakai gopay, server selalu eror..",1,2025-06-13 23:50:02
"saya langganan di sini tahun kemaren aman aman saja tidak ada kendala apapun, namun sekarang saya ingin langganan di persulit, tombol langganan hilang ,dan saya ingin langganan menggunakan dana juga tidak ada",2,2025-06-13 23:36:13
"video tdk muncul, hanya terdengar suara saja. sdh komplain di email. tlg responnya. tks",3,2025-06-13 22:20:48
"pas mau nonton susah banget harus kelola akun mana rebut banget lagi, pas masukin nomor kagak bisa",1,2025-06-13 19:45:26
"Apk gak jelas udah berlangganan basic Pas mau nonton tetap aja gak bisa, mau nonton film tiba tiba nge freeze terus kembali ke layar kunci, udah gitu berkali kali juga hapus apk nya, hapus cache nya.",4,2025-06-13 17:46:27
bagus banget the beast deh👏,1,2025-06-13 17:15:08
"uda di donlod juga gk bsa ditonton, bnyak erorny",1,2025-06-13 15:27:36
kenapa ga ada gambar nya di vidionya hanya ad audio nya,1,2025-06-13 11:48:13
sulit bgt berlangganan disini,1,2025-06-13 02:38:12
mau bayar via gopay selalu gagal,1,2025-06-12 11:50:15
terimakasih disney atas tontonanya,5,2025-06-12 11:19:02
Bagusss,5,2025-06-12 10:43:58
"Film Indonesia nya krg update, lebih update aplikasi lainnya...",2,2025-06-12 08:39:44
"Sangat baik karena banyak dengan audio bahasa indonesia,hanya saja Pilihan profil dewasa tetap bisa di akses anak anak, dasboard pilihan profil tidak tersedia seperti netflix",4,2025-06-11 23:15:16
untuk di tv bnyak film yg ngelag padahal wifi rumah kenceng,1,2025-06-11 21:21:51
"sekarang kalo mau lamgganan gagal terus, pilihan pembayaran wallet cuma gopay, dah gtu gopaynya selalu gagal",1,2025-06-11 19:08:39
mau perpanjang malah nggak bisa zzz,1,2025-06-11 18:40:55
kenapa metode pembayaran shopee pay nya di ilangin,2,2025-06-11 15:38:19
mau unsubscribe aja susah bemer,1,2025-06-11 13:05:21
"Mau langganan tapi kok susahnya minta ampun... bayar e-wallet cuman bisa pakai g***y saja... terus bolak balik refresh gak bisa bayar... ditolak terus, bilangnya ada diskon tapi pas pembayaran dibuat susah... gak kayak dulu lagi...",2,2025-06-11 12:59:03
Aplikasi yang paling bagus banget untuk kita yang suka sama film barat dan indonesia.,5,2025-06-11 10:15:52
apa pembayaran memakai Dana sudah tidak bisa ya?. padahal itu sangat membantu😩,3,2025-06-11 06:55:05
big dimana mana aplikasi sampah,1,2025-06-11 03:03:31
sering bug layar hitam.,1,2025-06-10 21:04:36
"Mau berlangganan pertahun,mumpung ada disk 75%,tapi kenapa pembayaran melalu gopay tidak bisa ya ? tidak mendapatkan OTP padahal nomor HP sdh terhubung..tolong ya di perbaiki untuk sistem pembayarannya..biasanya gampang saya bayar lewat gopay,krn biasa langganan per bulan..tapi kali ini kok susah banget untuk pembayaran..",2,2025-06-10 20:45:01
SETIAP NONTON PASTI RESOLUSINYA BURUK!!! JADI,5,2025-06-10 19:43:35
video tidak terputar dan ketika sudah bisa terputar videonya jadi aneh sanagat sering.dan juga saat di laporkan Msalah masi tidak di perbaiki.saya harap semua bug di perbaiki karna bugnya telah menyebabkan saya 1 hari tidak dapat menonton bug bug ini sangan menyulitkan penonton untuk menonton dengan tenang dan merugikan,1,2025-06-10 19:27:37
"help desk nya sangat susah karena hanya diarahkan untuk mensubmit laporan dan email dan tidak dapat dipantau progres penyelesaiannya, sudah mendaftar langganan tapi belum terupdate pada aplikasi dan sudah dilaporkan berkali2 dan belum juga mendapat tanggapan untuk bantuan lebih cepat melalui instagram, respon pengecekan dan pemberian solusinya lebih cepat",4,2025-06-10 19:27:23
pembayaran ribet nyusahin harus ke website mulu padahal mau bayar lewat google play,1,2025-06-10 18:16:07
KENAPA LAYARNYA HITAM? UDH BAYAR MALAH HITAM? GA NIAT BANGET,1,2025-06-10 16:21:01
"orang mau ngevote diapp lain jadi males tau lah, iklan ni app mulu dah",1,2025-06-10 15:58:48
tolong kasih pembayaran lewat shopee pay dasar atmin,3,2025-06-10 15:24:04
"bisa nggak si Disney ni berhenti iklam di saya ni, saya mau buka aplikasi yng lain, dia muncul dng iklan nya, berkali-kali ini, tolong lah",1,2025-06-10 09:51:42
"ada beberapa film padahal resolusinya 1080p tp masih rada jelek gambarnya, gw gatau ini emng dari awal di filmnya gitu atau emng karena aplikasi disneynya, kalo karena aplikasi disneynya mohon diperbaiki, gw udh bayar mahal mahal!!",3,2025-06-10 09:14:39
"parrah, katanya diskon tp gak bs nonton apa2",1,2025-06-09 22:51:16
"sering nge lag, buffering gk jelas, merugikan, langganan tahunan malah bermasalah aplikasinya ❌",1,2025-06-09 20:56:21
maa gambar ny ko,1,2025-06-09 19:54:20
"baru juga langganan seminggu sekarang udah ga bisa dibuka lagi tuh aplikasi, gemn ini....",1,2025-06-09 19:10:19
saya sudah melakukan pembayaran menggunakan gopay namun belum bisa menonton lalu malah di arahkan untuk membayar langganan lagi,1,2025-06-09 13:53:04
suara nya kecil padahal suara HP sudah maximal namun tetap kecil dan juga resolusi video sudah 1080p full HD namun tetap keliatan burik dan juga ingin langganan harus lewat email padahal lebih simple nya bisa lewat aplikasi nya langsung harus di update dan di perbaiki..,1,2025-06-09 12:22:20
👍👍👍,5,2025-06-09 11:45:20
baik,5,2025-06-09 10:49:12
apk paling idiottt,1,2025-06-09 04:30:05
ruwet,1,2025-06-08 22:32:53
udah log out dari hp teteo aja ga bs nonton di tv tulisannya screen limit anehhhhh bgt,1,2025-06-08 21:24:13
"berlangganan yang dapet diskon 16rb perbulan, nonton disambungkan ke tv kok nontonnya jadi patah patah, solusinya dong?",2,2025-06-08 12:27:48
bagus,5,2025-06-08 09:49:51
sering lag gambar ngga muncul kenapa ya padahal udah bayar mahal puka,1,2025-06-08 00:12:50
apk nya makin gjls,1,2025-06-07 22:27:49
pembyran rumit,3,2025-06-07 21:49:13
"saya hendak berlangganan lagi,tinggal pembayaran pakai gopay ketika masukkan nomor keterangan no sudah terhubung,tapi tidak dikirim kode otp dan tidak bisa lanjut pembayaran,mohon dibantu kak",4,2025-06-07 21:30:57
oke,5,2025-06-07 20:42:14
"apasi gajelas udah langganan, malah nge bug film ga bisa diputer buffering mulu layar hitam, cuman muncul suaranya doang bentar pulak, nonton di profil lain malah ga bisa padahal udah Dipastiin gaada yang nonton selain gw, benerin dong bug nya percuma udah langganan gini malah ngebug, udah mahal2 beli",1,2025-06-07 19:56:18
"BLACK SCREEN ASTAGHFIRULLAH, KIRAIN MASALAH DARI HPNYA TERNYATA DARI APK NYAAA,,,MANA UDH LANGGANAN. DULU GA GINI DEHHH, SKRNG KO JELEK BNGTT,,, WOI DEVELOPER BENERINNN",1,2025-06-07 19:44:34
Sebagian film yang didownload tidak bisa ditonton. Pilihan audio dan subtitel juga jadi berkurang untuk film-film yang sudah didownload.,5,2025-06-07 17:27:15
Aslinya bagus tapi... Film miraculous ladybug & cat noir dia gak ada s4nya padahal di youtube ada tapi dia bahasa Inggris knp di disney gak ada padahal seru ❤ semoga di aplod flm miraculous ladybug & cat noir makasih..... Sampai jumpa dan semoga di jawab ya dan di aplod flmnya ٩(ര̀ᴗര́)ᵇʸᵉ,5,2025-06-07 14:54:21
"UI apaan si ini, pas mode nonton video mau balik ke eps sebelumnya aja ribet bangett",1,2025-06-07 10:01:28
Bintang 5,5,2025-06-07 02:18:04
vidio tentang masa lalu yang pernah ada,5,2025-06-07 00:39:42
baru juga update biar bisa nonton tapi malah item terus gimana si ah,1,2025-06-06 20:43:25
Selalu gagal saat mau bayar langganan melalui go pay👎,1,2025-06-06 20:03:31
